"movie_odid","display_name","rating","reason"
"201730100","American Mustang","PG","for thematic elements."
"201760100","Jodorowsky’s Dune","PG-13","for some violent and sexual images and drug references."
"201770100","Amour & turbulences","Not Rated",""
"201780100","In No Great Hurry: 13 Lessons in Life with Saul Leiter","Not Rated",""
"201790100","Dead Weight","Not Rated",""
"201800100","Summer in February","Not Rated",""
"201810100","Visitors","Not Rated",""
"201820100","12 O’Clock Boys","Not Rated",""
"201840100","The Mummy","PG-13","for violence, action and scary images, and for some suggestive content and partial nudity."
"201870100","Kumonosu","Not Rated","NULL"
"201880100","Avengers Confidential Black Widow & Punisher","PG-13","for sequences of action violence."
"201900100","James Cameron’s Deepsea Challenge 3D","PG","for language and brief disaster images."
"201930100","My Man is a Loser","R","for pervasive language, sexual content and some graphic nudity."
"201970100","Mercedes Sosa: La voz de Latinoamerica","Not Rated",""
"201990100","Love & Air Sex","Not Rated",""
"202010100","Omar","Not Rated",""
"202030100","Bethlehem","Not Rated",""
"202040100","Blue Ruin","R","for strong bloody violence, and language."
"202050100","Supermensch: The Legend of Shep Gordon","R","for language, some sexual references, nudity and drug use."
"202070100","Byeon-ho-in","Not Rated",""
"202170100","Cooties","R","for horror violence and gore, language including sexual references,\nand some drug use."
"202180100","Let’s Be Cops","R","for language including sexual references, some graphic nudity, violence and drug use."
"202190100","War for the Planet of the Apes","PG-13","for sequences of sci-fi violence and action, thematic elements, and some disturbing images."
"202220100","The Drop","R","for some strong violence and pervasive language."
"202250100","Despicable Me 3","PG","for action and rude humor."
"202270100","Dr. Seuss’ The Grinch","PG","for brief rude humor."
"202280100","Happy Christmas","R","for language, drug use and some sexual content."
"202310100","Seal Team 8: Behind Enemy Lines","R","for strong war violence, language and some sexuality/nudity."
"202350100","The Good Lie","PG-13","for thematic elements, some violence, brief strong language and drug use."
"202360100","Hateship Loveship","R","for drug use, some sexuality and language."
"202390100","Predestination","R","for violence, some sexuality, nudity and language."
"202430100","Du rififi chez les hommes","Not Rated",""
"202450100","Finding Vivian Maier","Not Rated",""
"202460100","Cuban Fury","R","for language and sexual references."
"202470100","Boyhood","R","for language including sexual references, and for teen drug and alcohol use."
"202490100","The Outsider","Not Rated",""
"202530100","Anita: Speaking Truth to Power","Not Rated",""
"202540100","The Galapagos Affair: Satan Came to Eden","Not Rated",""
"202550100","Joe","R","for violence, disturbing material, language and some strong sexual content."
"202570100","Return to Nuke 'Em High Volume 1","Not Rated",""
"202580100","Chong fan 20 sui","Not Rated",""
"202610100","Peter Brook: The Tightrope","Not Rated",""
"202620100","The Pleasures of Being Out of Step","Not Rated",""
"202630100","A Most Wanted Man","R","for language."
"202700100","Tusk","R","for some disturbing violence/gore, language and sexual content."
"202720100","Mer eller mindre mann","Not Rated",""
"202730100","Boven is het stil","Not Rated",""
"202770100","Hasee Toh Phasee","Not Rated",""
"202780100","Down and Dangerous","Not Rated",""
"202800100","Casse-tête chinois","R","for sexual content, nudity and language."
"202810100","The Nut Job 2: Nutty by Nature","PG","for action and some rude humor."
"202820100","Captain America: Civil War","PG-13","for extended sequences of violence, action and mayhem."
"202830100","Avengers: Infinity War","PG-13","for intense sequences of sci-fi violence and action throughout, language and some crude references."
"202840100","Captain Marvel","PG-13","for sequences of sci-fi violence and action, and brief suggestive language."
"202880100","Afflicted","R","for disturbing bloody violence, and language."
"202910100","Cybergeddon","PG-13","for some violence and language."
"202930100","The M Word","R","for language and sexual references."
"202950100","Moms’ Night Out","PG","for mild thematic elements and some action."
"202970100","Stage Fright","R","for bloody horror violence, language and some sexual references."
"202980100","Words and Pictures","PG-13","for sexual material including nude sketches, language and some mature thematic material."
"203000100","Make Your Move","PG-13","for language including sexual references, and brief violence."
"203020100","Tiger & Bunny the Movie: The Rising","Not Rated",""
"203030100","As Above, So Below","R","for bloody violence/terror, and language throughout."
"203040100","Everest","PG-13","for intense peril and disturbing images."
"203050100","Pitch Perfect 2","PG-13","for innuendo and language."
"203060100","Frank","R","for language and some sexual content."
"203070100","A Field in England","Not Rated",""
"203100100","Alphaville, une étrange aventure de Lemmy Caution","Not Rated",""
"203110100","Demi-Soeur","Not Rated",""
"203120100","John Doe: Vigilante","R","for disturbing violent content and for language."
"203130100","Highway","Not Rated",""
"203150100","2014 Oscar Shorts","Not Rated",""
"203170100","Shirin in Love","Not Rated",""
"203220100","Jules et Jim","Not Rated","NULL"
"203250100","Last Days in the Desert","PG-13","for some disturbing images and brief partial nudity."
"203270100","Kochadaiiyaan","Not Rated",""
"203280100","Don Peyote","Not Rated",""
"203290100","The Wedding Ringer","R","for crude and sexual content, language throughout, some drug use and brief graphic nudity."
"203300100","Palo Alto","R","for strong sexual content, drug and alcohol use, and pervasive language - all involving teens."
"203310100","Jai Ho","Not Rated",""
"203320100","Le metis de Dieu","Not Rated",""
"203330100","Fire in the Blood","Not Rated",""
"203340100","Sweet Dreams","Not Rated",""
"203350100","God Help the Girl","Not Rated",""
"203400100","My Old Lady","PG-13","PG-13 for thematic material and some sexual references."
"203410100","No God, No Master","PG-13","for some acts of violence."
"203420100","Bad Johnson","Not Rated",""
"203430100","The Pirate Fairy","G",""
"203440100","The Rover","R","For language and some bloody violence."
"203450100","Stay","Not Rated",""
"203460100","La Vénus à la fourrure","Not Rated",""
"203470100","A Stranger in Paradise","Not Rated",""
"203480100","Bei Jing Ai Qing Gu Shi","Not Rated",""
"203500100","Te shu shen fen","R","for violence and language."
"203520100","Brick Mansions","PG-13","for frenetic gunplay, violence and action throughout, language, sexual menace and drug material."
"203550100","L'immortel","Not Rated","NULL"
"203570100","Gli ultimi giorni di Pompei","Not Rated","Approved"
"203590100","The Marine 4","R","for violence throughout."
"203600100","The Legend of Tarzan","PG-13","for sequences of action and violence, some sensuality and brief rude dialogue."
"203630100","The Boxcar Children","G",""
"203650100","Educazione siberiana","R","for violence, language and brief drug use."
"203670100","Tom yum goong 2","R","for violence and language."
"203690100","The Signal","PG-13","for some thematic elements, violence and language."
"203700100","Son of Batman","PG-13","for stylized violence including bloody images, and some suggestive material."
"203710100","Exposed","Not Rated",""
"203720100","Quai d’Orsay","Not Rated",""
"203730100","It Felt Like Love","Not Rated",""
"203740100","Devil’s Knot","Not Rated",""
"203750100","Fed Up","PG","for thematic elements including smoking images, and brief mild language."
"203760100","Obvious Child","R","for language and sexual content."
"203770100","Leprechaun: Origins","R","for horror violence, and language."
"203780100","Black Out","Not Rated",""
"203790100","Southern Baptist Sissies","Not Rated",""
"203820100","Big Men","Not Rated",""
"203830100","The Invoking","Not Rated",""
"203840100","Foreign Correspondent","Not Rated",""
"203850100","Le temps de l'aventure","Not Rated",""
"203860100","When Comedy Went to School","Not Rated",""
"203900100","Snowpiercer","R","for violence, language and drug content."
"203920100","Big Bad Wolf","Not Rated",""
"203950100","Walking the Camino: Six Ways to Santiago","Not Rated",""
"203960100","Je t'aime, je t'aime","Not Rated",""
"203970100","Odd Thomas","Not Rated",""
"204000100","Au bonheur des ogres","Not Rated",""
"204010100","Almost Human","Not Rated",""
"204030100","Jeune & Jolie","Not Rated",""
"204040100","Lucky Them","R","for language, some sexual content and drug use."
"204110100","Koi no tsumi","Not Rated",""
"204120100","Himizu","Not Rated",""
"204130100","Refuge","Not Rated",""
"204140100","Hank and Asha","Not Rated",""
"204160100","Bank$tas","R","for language, sexual content and some drug use."
"204170100","Walking with the Enemy","PG-13","for war violence including crimes against humanity."
"204190100","Borgman","Not Rated",""
"204200100","A Night in Old Mexico","Not Rated",""
"204210100","The Congress","Not Rated",""
"204220100","The Fluffy Movie","PG-13","for suggestive material and sexual references."
"204230100","Wish I Was Here","R",""
